inference_probability,interaction_count,micro_assessment_correct,observable,observer_a,observer_b,participant_pseudo,phase_index,quality_reason,self_report,self_report_prompted,session_id,timestamp_ms
0.953997,4,,True,attentive,attentive,syn-p072,9,,distracted,True,syn-s072,7380000
0.435476,2,,True,distracted,distracted,syn-p072,10,,,False,syn-s072,7400000
,4,,False,attentive,distracted,syn-p072,11,synthetic_signal_insufficient,,False,syn-s072,7420000
0.451462,2,,True,attentive,distracted,syn-p072,12,,focused,True,syn-s072,7440000
0.716973,4,,True,attentive,attentive,syn-p072,13,,,False,syn-s072,7460000
0.550864,4,False,True,attentive,no_observable,syn-p072,14,,omitted,True,syn-s072,7480000
0.647017,3,,True,attentive,attentive,syn-p073,1,,,False,syn-s073,7320000
0.854821,4,,True,attentive,attentive,syn-p073,2,,,False,syn-s073,7340000
0.685227,3,,True,attentive,attentive,syn-p073,3,,distracted,True,syn-s073,7360000
0.662822,4,,True,uncertain,attentive,syn-p073,4,,,False,syn-s073,7380000
,5,,False,attentive,attentive,syn-p073,5,synthetic_signal_insufficient,,False,syn-s073,7400000
0.48841,3,,True,distracted,distracted,syn-p073,6,,distracted,True,syn-s073,7420000
0.746754,5,True,True,uncertain,attentive,syn-p073,7,,,False,syn-s073,7440000
0.526348,4,,True,attentive,attentive,syn-p073,8,,,False,syn-s073,7460000
0.927935,5,,True,attentive,attentive,syn-p073,9,,focused,True,syn-s073,7480000
0.658484,5,,True,attentive,distracted,syn-p073,10,,,False,syn-s073,7500000
0.417231,3,,True,attentive,distracted,syn-p073,11,,,False,syn-s073,7520000
0.381008,4,,True,distracted,no_observable,syn-p073,12,,distracted,True,syn-s073,7540000
0.522706,3,,True,no_observable,attentive,syn-p073,13,,,False,syn-s073,7560000
0.432993,4,False,True,attentive,attentive,syn-p073,14,,focused,True,syn-s073,7580000
0.76096,4,,True,attentive,attentive,syn-p074,1,,,False,syn-s074,7420000
0.498014,2,,True,attentive,attentive,syn-p074,2,,,False,syn-s074,7440000
0.802427,5,,True,attentive,attentive,syn-p074,3,,distracted,True,syn-s074,7460000
0.554608,4,,True,attentive,distracted,syn-p074,4,,,False,syn-s074,7480000
0.32809,3,,True,distracted,distracted,syn-p074,5,,,False,syn-s074,7500000
0.460696,4,,True,uncertain,distracted,syn-p074,6,,focused,True,syn-s074,7520000
0.555733,5,False,True,attentive,attentive,syn-p074,7,,,False,syn-s074,7540000
0.436089,4,,True,attentive,attentive,syn-p074,8,,,False,syn-s074,7560000
0.70928,3,,True,attentive,attentive,syn-p074,9,,omitted,True,syn-s074,7580000
0.635298,4,,True,attentive,attentive,syn-p074,10,,,False,syn-s074,7600000
0.609487,3,,True,distracted,distracted,syn-p074,11,,,False,syn-s074,7620000
0.302529,1,,True,attentive,distracted,syn-p074,12,,distracted,True,syn-s074,7640000
0.57892,3,,True,distracted,attentive,syn-p074,13,,,False,syn-s074,7660000
0.789073,3,True,True,distracted,distracted,syn-p074,14,,focused,True,syn-s074,7680000
0.385549,4,,True,attentive,attentive,syn-p075,1,,,False,syn-s075,7520000
0.579136,3,,True,attentive,attentive,syn-p075,2,,,False,syn-s075,7540000
0.711882,4,,True,attentive,attentive,syn-p075,3,,focused,True,syn-s075,7560000
0.487361,4,,True,distracted,distracted,syn-p075,4,,,False,syn-s075,7580000
0.226506,3,,True,distracted,distracted,syn-p075,5,,,False,syn-s075,7600000
0.456733,2,,True,attentive,distracted,syn-p075,6,,distracted,True,syn-s075,7620000
0.459531,3,True,True,attentive,uncertain,syn-p075,7,,,False,syn-s075,7640000
0.639198,2,,True,attentive,distracted,syn-p075,8,,,False,syn-s075,7660000
0.747939,4,,True,distracted,attentive,syn-p075,9,,distracted,True,syn-s075,7680000
0.622353,3,,True,attentive,no_observable,syn-p075,10,,,False,syn-s075,7700000
0.438793,4,,True,distracted,distracted,syn-p075,11,,,False,syn-s075,7720000
0.37969,3,,True,distracted,distracted,syn-p075,12,,focused,True,syn-s075,7740000
0.524856,2,,True,distracted,attentive,syn-p075,13,,,False,syn-s075,7760000
0.771939,3,False,True,attentive,attentive,syn-p075,14,,focused,True,syn-s075,7780000
0.806548,3,,True,attentive,attentive,syn-p076,1,,,False,syn-s076,7620000
0.547301,4,,True,attentive,uncertain,syn-p076,2,,,False,syn-s076,7640000
0.835147,5,,True,attentive,attentive,syn-p076,3,,focused,True,syn-s076,7660000
0.479046,4,,True,distracted,attentive,syn-p076,4,,,False,syn-s076,7680000
0.436334,2,,True,attentive,attentive,syn-p076,5,,,False,syn-s076,7700000
0.130829,3,,True,distracted,attentive,syn-p076,6,,distracted,True,syn-s076,7720000
0.776058,4,False,True,attentive,attentive,syn-p076,7,,,False,syn-s076,7740000
0.600831,3,,True,no_observable,attentive,syn-p076,8,,,False,syn-s076,7760000
,4,,False,attentive,attentive,syn-p076,9,synthetic_signal_insufficient,focused,True,syn-s076,7780000
0.519702,3,,True,attentive,attentive,syn-p076,10,,,False,syn-s076,7800000
0.32565,1,,True,attentive,distracted,syn-p076,11,,,False,syn-s076,7820000
0.27974,1,,True,distracted,distracted,syn-p076,12,,distracted,True,syn-s076,7840000
0.455963,2,,True,distracted,distracted,syn-p076,13,,,False,syn-s076,7860000
0.887283,4,False,True,distracted,attentive,syn-p076,14,,distracted,True,syn-s076,7880000
0.714674,5,,True,attentive,no_observable,syn-p077,1,,,False,syn-s077,7720000
0.883271,4,,True,attentive,attentive,syn-p077,2,,,False,syn-s077,7740000
,5,,False,attentive,attentive,syn-p077,3,synthetic_signal_insufficient,focused,True,syn-s077,7760000
0.856315,6,,True,distracted,no_observable,syn-p077,4,,,False,syn-s077,7780000
0.5077,2,,True,attentive,attentive,syn-p077,5,,,False,syn-s077,7800000
0.452892,2,,True,uncertain,uncertain,syn-p077,6,,omitted,True,syn-s077,7820000
0.645991,3,True,True,distracted,attentive,syn-p077,7,,,False,syn-s077,7840000
0.941778,5,,True,attentive,distracted,syn-p077,8,,,False,syn-s077,7860000
0.766627,5,,True,attentive,attentive,syn-p077,9,,focused,True,syn-s077,7880000
0.619073,4,,True,attentive,attentive,syn-p077,10,,,False,syn-s077,7900000
0.520191,2,,True,distracted,distracted,syn-p077,11,,,False,syn-s077,7920000
,5,,False,attentive,attentive,syn-p077,12,synthetic_signal_insufficient,focused,True,syn-s077,7940000
0.934142,4,,True,attentive,distracted,syn-p077,13,,,False,syn-s077,7960000
0.757138,4,True,True,attentive,attentive,syn-p077,14,,distracted,True,syn-s077,7980000
0.635462,4,,True,attentive,attentive,syn-p078,1,,,False,syn-s078,7820000
0.770713,5,,True,attentive,attentive,syn-p078,2,,,False,syn-s078,7840000
0.720826,6,,True,attentive,attentive,syn-p078,3,,focused,True,syn-s078,7860000
0.861961,5,,True,distracted,attentive,syn-p078,4,,,False,syn-s078,7880000
0.342421,3,,True,distracted,distracted,syn-p078,5,,,False,syn-s078,7900000
,4,,False,attentive,attentive,syn-p078,6,synthetic_signal_insufficient,distracted,True,syn-s078,7920000
0.645674,3,False,True,attentive,attentive,syn-p078,7,,,False,syn-s078,7940000
0.69918,5,,True,uncertain,attentive,syn-p078,8,,,False,syn-s078,7960000
0.99,6,,True,attentive,attentive,syn-p078,9,,focused,True,syn-s078,7980000
0.670015,5,,True,attentive,attentive,syn-p078,10,,,False,syn-s078,8000000
0.509131,2,,True,distracted,distracted,syn-p078,11,,,False,syn-s078,8020000
0.466854,3,,True,distracted,distracted,syn-p078,12,,distracted,True,syn-s078,8040000
0.538335,3,,True,attentive,attentive,syn-p078,13,,,False,syn-s078,8060000
0.99,5,True,True,attentive,attentive,syn-p078,14,,focused,True,syn-s078,8080000
0.610136,3,,True,attentive,attentive,syn-p079,1,,,False,syn-s079,7920000
0.704077,5,,True,attentive,attentive,syn-p079,2,,,False,syn-s079,7940000
0.66437,3,,True,attentive,attentive,syn-p079,3,,focused,True,syn-s079,7960000
0.905965,5,,True,attentive,attentive,syn-p079,4,,,False,syn-s079,7980000
0.864738,5,,True,no_observable,attentive,syn-p079,5,,,False,syn-s079,8000000
0.424694,4,,True,distracted,distracted,syn-p079,6,,focused,True,syn-s079,8020000
0.821196,4,True,True,attentive,distracted,syn-p079,7,,,False,syn-s079,8040000
0.677232,2,,True,attentive,attentive,syn-p079,8,,,False,syn-s079,8060000
0.974157,5,,True,attentive,attentive,syn-p079,9,,omitted,True,syn-s079,8080000
0.722248,3,,True,attentive,attentive,syn-p079,10,,,False,syn-s079,8100000
0.783931,3,,True,attentive,attentive,syn-p079,11,,,False,syn-s079,8120000
0.494713,2,,True,no_observable,attentive,syn-p079,12,,omitted,True,syn-s079,8140000
0.634628,3,,True,attentive,attentive,syn-p079,13,,,False,syn-s079,8160000
0.91911,6,True,True,distracted,attentive,syn-p079,14,,omitted,True,syn-s079,8180000
0.885198,5,,True,attentive,attentive,syn-p080,1,,,False,syn-s080,8020000
0.672973,5,,True,attentive,attentive,syn-p080,2,,,False,syn-s080,8040000
0.582181,2,,True,attentive,attentive,syn-p080,3,,distracted,True,syn-s080,8060000
0.501836,4,,True,attentive,attentive,syn-p080,4,,,False,syn-s080,8080000
0.915267,5,,True,attentive,attentive,syn-p080,5,,,False,syn-s080,8100000
0.656923,3,,True,uncertain,attentive,syn-p080,6,,distracted,True,syn-s080,8120000
0.608004,4,False,True,distracted,distracted,syn-p080,7,,,False,syn-s080,8140000
0.99,6,,True,uncertain,no_observable,syn-p080,8,,,False,syn-s080,8160000
0.673381,3,,True,attentive,attentive,syn-p080,9,,focused,True,syn-s080,8180000
0.884997,5,,True,attentive,attentive,syn-p080,10,,,False,syn-s080,8200000
0.790443,4,,True,distracted,attentive,syn-p080,11,,,False,syn-s080,8220000
0.745355,4,,True,attentive,attentive,syn-p080,12,,distracted,True,syn-s080,8240000
0.628068,4,,True,attentive,attentive,syn-p080,13,,,False,syn-s080,8260000
0.744081,5,False,True,distracted,attentive,syn-p080,14,,focused,True,syn-s080,8280000
